pesel,name,birth_date,phone_number,city,address,email
96060946369,Kinga Sikora,1996-06-09,48768676127,Kraków,ul. Piotrkowska 86,kinga.sikora@gmail.com
63050108715,Marek Nowak,1963-05-01,48819469675,Poznań,Al. Solidarności 1,marek.nowak@gmail.com
81120852243,Hanna Walczak,1981-12-08,48625707484,Gdańsk,Al. Rzeczypospolitej 18,hanna.walczak@gmail.com
44080211321,Alicja Kowalczyk,1944-08-02,48573949422,Kraków,ul. Krakowskie Przedmieście 14,alicja.kowalczyk@gmail.com
04230546406,Czesława Kowalska,2004-03-05,48701997643,Łódź,Al. Wilanowska 9,czesława.kowalska@gmail.com
70040409110,Grzegorz Michalak,1970-04-04,48717630791,Poznań,ul. Piotrkowska 57,grzegorz.michalak@gmail.com
92100163716,Błażej Adamczyk,1992-10-01,48681553674,Poznań,Al. Krakowska 9,błażej.adamczyk@gmail.com
98081269357,Błażej Jaworski,1998-08-12,48527378113,Łódź,ul. Grójecka 30,błażej.jaworski@gmail.com
94011674259,Adam Mazur,1994-01-16,48701825254,Warszawa,ul. Piotrkowska 91,adam.mazur@gmail.com
86070101504,Lidia Zielińska,1986-07-01,48673773508,Łódź,ul. Krakowskie Przedmieście 71,lidia.zielińska@gmail.com
77100782413,Kazimierz Jabłoński,1977-10-07,48658376526,Gdańsk,ul. Nowy Świat 18,kazimierz.jabłoński@gmail.com
99081632899,Daniel Mazur,1999-08-16,48561169040,Łódź,Al. Jana III Sobieskiego 47,daniel.mazur@gmail.com
41061837840,Dorota Wróbel,1941-06-18,48765550750,Łódź,Al. Krakowska 15,dorota.wróbel@gmail.com
48051493271,Błażej Pawłowski,1948-05-14,48791122675,Gdańsk,Al. Krakowska 60,błażej.pawłowski@gmail.com
69032673127,Beata Kaczmarek,1969-03-26,48530633550,Kraków,ul. Żwirki i Wigury 73,beata.kaczmarek@gmail.com
67090302272,Ireneusz Kozłowski,1967-09-03,48670364391,Gdańsk,Al. Armii Ludowej 7,ireneusz.kozłowski@gmail.com
98091346974,Kajetan Ostrowski,1998-09-13,48717053770,Kraków,Al. Prymasa Tysiąclecia 65,kajetan.ostrowski@gmail.com
65020154182,Karolina Zając,1965-02-01,48618906772,Kraków,Al. Niepodległości 83,karolina.zając@gmail.com
42112440095,Janusz Wójcik,1942-11-24,48805714365,Warszawa,ul. Jana Pawła II 6,janusz.wójcik@gmail.com
60061077939,Bartosz Rutkowski,1960-06-10,48666546721,Gdańsk,ul. Mokotowska 60,bartosz.rutkowski@gmail.com
91040288398,Łukasz Wróblewski,1991-04-02,48567029946,Łódź,ul. Chmielna 11,łukasz.wróblewski@gmail.com
68052005596,Adam Piotrowski,1968-05-20,48527323850,Łódź,ul. Grójecka 5,adam.piotrowski@gmail.com
99011234117,Janusz Witkowski,1999-01-12,48713245289,Gdańsk,ul. Złota 15,janusz.witkowski@gmail.com
97111901069,Kazimiera Nowicka,1997-11-19,48560757829,Łódź,ul. Długa 3,kazimiera.nowicka@gmail.com
63081942788,Czesława Mazur,1963-08-19,48518471478,Warszawa,Al. Wilanowska 19,czesława.mazur@gmail.com
84063038741,Agnieszka Krawczyk,1984-06-30,48727406872,Gdańsk,Al. Wojska Polskiego 98,agnieszka.krawczyk@gmail.com
73120731749,Barbara Kwiatkowska,1973-12-07,48759840951,Łódź,Al. Stanów Zjednoczonych 72,barbara.kwiatkowska@gmail.com
00281235964,Izabela Górska,2000-08-12,48657724130,Gdańsk,ul. Złota 74,izabela.górska@gmail.com
91042567802,Gabriela Dąbrowska,1991-04-25,48502906936,Warszawa,ul. Targowa 10,gabriela.dąbrowska@gmail.com
62022049306,Grażyna Walczak,1962-02-20,48534607597,Warszawa,Al. Zieleniecka 99,grażyna.walczak@gmail.com
47122351333,Gabriel Ostrowski,1947-12-23,48763702281,Łódź,ul. Jana Pawła II 47,gabriel.ostrowski@gmail.com
41112143199,Andrzej Witkowski,1941-11-21,48694912400,Kraków,ul. Krakowskie Przedmieście 42,andrzej.witkowski@gmail.com
88082266927,Celina Nowak,1988-08-22,48751086190,Poznań,ul. Piotrkowska 81,celina.nowak@gmail.com
65091440892,Dawid Sikora,1965-09-14,48591047438,Warszawa,Al. Wojska Polskiego 89,dawid.sikora@gmail.com
80102691522,Celina Górska,1980-10-26,48658126163,Poznań,Al. Stanów Zjednoczonych 79,celina.górska@gmail.com
77101788678,Daniel Kaczmarek,1977-10-17,48667804080,Warszawa,Al. Wilanowska 40,daniel.kaczmarek@gmail.com
96042288629,Maria Kozłowska,1996-04-22,48732772947,Kraków,Al. Jerozolimskie 78,maria.kozłowska@gmail.com
49061239440,Joanna Olszewska,1949-06-12,48563133126,Gdańsk,Al. Jerozolimskie 61,joanna.olszewska@gmail.com
64052442182,Anna Michalak,1964-05-24,48813465145,Łódź,Al. Jerozolimskie 69,anna.michalak@gmail.com
82070154993,Adrian Wiśniewski,1982-07-01,48704926473,Gdańsk,Al. Krakowska 10,adrian.wiśniewski@gmail.com
66031324672,Filip Kamiński,1966-03-13,48577939587,Gdańsk,ul. Żwirki i Wigury 39,filip.kamiński@gmail.com
63060883844,Grażyna Rutkowska,1963-06-08,48718215573,Warszawa,ul. Wspólna 40,grażyna.rutkowska@gmail.com
02270532430,Daniel Górski,2002-07-05,48754615109,Poznań,Al. KEN 76,daniel.górski@gmail.com
93091557366,Hanna Majewska,1993-09-15,48644484835,Gdańsk,ul. Krakowskie Przedmieście 75,hanna.majewska@gmail.com
97050427365,Elżbieta Nowicka,1997-05-04,48596758645,Poznań,Al. Stanów Zjednoczonych 53,elżbieta.nowicka@gmail.com
72041701321,Beata Jaworska,1972-04-17,48704293407,Kraków,Al. Rzeczypospolitej 20,beata.jaworska@gmail.com
95080991067,Joanna Wójcik,1995-08-09,48558315807,Łódź,ul. Świętokrzyska 5,joanna.wójcik@gmail.com
87072243463,Bożena Kwiatkowska,1987-07-22,48794808442,Łódź,ul. Długa 90,bożena.kwiatkowska@gmail.com
56011184620,Nina Sikora,1956-01-11,48615982529,Gdańsk,Al. Armii Ludowej 34,nina.sikora@gmail.com
40120642021,Hanna Adamczyk,1940-12-06,48731389026,Poznań,Al. Solidarności 72,hanna.adamczyk@gmail.com
65062717149,Izabela Sikora,1965-06-27,48586317061,Poznań,ul. Świętokrzyska 8,izabela.sikora@gmail.com
86022679136,Artur Kowalski,1986-02-26,48804668184,Poznań,ul. Marszałkowska 54,artur.kowalski@gmail.com
75071681889,Dorota Mazur,1975-07-16,48535800067,Poznań,Al. KEN 24,dorota.mazur@gmail.com
93020674667,Hanna Wojciechowska,1993-02-06,48674303567,Kraków,Al. KEN 22,hanna.wojciechowska@gmail.com
76072260439,Karol Jaworski,1976-07-22,48555487671,Warszawa,ul. Jana Pawła II 33,karol.jaworski@gmail.com
70021034229,Kazimiera Walczak,1970-02-10,48758280086,Poznań,ul. Jana Pawła II 60,kazimiera.walczak@gmail.com
48011636955,Emil Król,1948-01-16,48705517742,Łódź,ul. Świętokrzyska 96,emil.król@gmail.com
62032410062,Agnieszka Zalewska,1962-03-24,48671827571,Warszawa,ul. Wspólna 83,agnieszka.zalewska@gmail.com
65072564308,Lidia Wróbel,1965-07-25,48629203308,Kraków,ul. Jana Pawła II 32,lidia.wróbel@gmail.com
95100525395,Daniel Majewski,1995-10-05,48693358552,Warszawa,Al. Stanów Zjednoczonych 67,daniel.majewski@gmail.com
91011404468,Monika Pietrzak,1991-01-14,48672393455,Poznań,ul. Mokotowska 21,monika.pietrzak@gmail.com
92111722104,Kamila Grabowska,1992-11-17,48561874082,Poznań,Al. Wilanowska 99,kamila.grabowska@gmail.com
78060223299,Krzysztof Michalski,1978-06-02,48624395118,Poznań,ul. Krakowskie Przedmieście 57,krzysztof.michalski@gmail.com
78071124408,Alicja Szymańska,1978-07-11,48752266706,Warszawa,ul. Marszałkowska 38,alicja.szymańska@gmail.com
84071569237,Antoni Wiśniewski,1984-07-15,48780815016,Gdańsk,Al. Wojska Polskiego 35,antoni.wiśniewski@gmail.com
85022599039,Edward Górski,1985-02-25,48738830735,Gdańsk,ul. Mokotowska 15,edward.górski@gmail.com
89112091623,Justyna Nowak,1989-11-20,48615081710,Gdańsk,Al. Niepodległości 96,justyna.nowak@gmail.com
94112608032,Bartłomiej Adamczyk,1994-11-26,48578920496,Kraków,ul. Marszałkowska 48,bartłomiej.adamczyk@gmail.com
59012163852,Adam Kaczmarek,1959-01-21,48674441438,Poznań,Al. Rzeczypospolitej 95,adam.kaczmarek@gmail.com
55080813260,Marta Kaczmarek,1955-08-08,48818418819,Poznań,ul. Świętokrzyska 11,marta.kaczmarek@gmail.com
96022241604,Irena Stępień,1996-02-22,48750936020,Łódź,ul. Żwirki i Wigury 64,irena.stępień@gmail.com
93040162119,Henryk Król,1993-04-01,48523187536,Poznań,ul. Żwirki i Wigury 74,henryk.król@gmail.com
49021771407,Dagmara Wieczorek,1949-02-17,48769293868,Gdańsk,Al. Prymasa Tysiąclecia 29,dagmara.wieczorek@gmail.com
45101786569,Jolanta Nowakowska,1945-10-17,48725947548,Gdańsk,ul. Piotrkowska 93,jolanta.nowakowska@gmail.com
03251122778,Mariusz Wójcik,2003-05-11,48718082221,Kraków,Al. KEN 13,mariusz.wójcik@gmail.com
85072011631,Emil Michalak,1985-07-20,48805126195,Poznań,Al. Prymasa Tysiąclecia 18,emil.michalak@gmail.com
98041109457,Arkadiusz Michalski,1998-04-11,48668137577,Gdańsk,Al. Niepodległości 23,arkadiusz.michalski@gmail.com
49011116036,Franciszek Krawczyk,1949-01-11,48801440462,Gdańsk,Al. Rzeczypospolitej 1,franciszek.krawczyk@gmail.com
97090600049,Anna Szymańska,1997-09-06,48787762822,Warszawa,Al. KEN 85,anna.szymańska@gmail.com
54072844772,Henryk Malinowski,1954-07-28,48613680299,Gdańsk,ul. Piotrkowska 83,henryk.malinowski@gmail.com
68102791374,Eryk Jaworski,1968-10-27,48545213955,Łódź,Al. Wilanowska 87,eryk.jaworski@gmail.com
68071492522,Celina Michalak,1968-07-14,48750525794,Kraków,Al. KEN 9,celina.michalak@gmail.com
44120888199,Kazimierz Pietrzak,1944-12-08,48571654387,Warszawa,Al. KEN 20,kazimierz.pietrzak@gmail.com
74110317204,Joanna Wójcik,1974-11-03,48645143288,Łódź,ul. Jana Pawła II 51,joanna.wójcik@gmail.com
59082088709,Krystyna Baran,1959-08-20,48642300811,Kraków,Al. Niepodległości 78,krystyna.baran@gmail.com
60070289329,Bogumiła Wiśniewska,1960-07-02,48521842416,Warszawa,ul. Nowy Świat 29,bogumiła.wiśniewska@gmail.com
94100237972,Artur Wojciechowski,1994-10-02,48601649513,Gdańsk,ul. Puławska 75,artur.wojciechowski@gmail.com
81122525213,Kacper Witkowski,1981-12-25,48700912897,Warszawa,ul. Mokotowska 8,kacper.witkowski@gmail.com
77032652972,Bartłomiej Krawczyk,1977-03-26,48506060262,Kraków,ul. Świętokrzyska 49,bartłomiej.krawczyk@gmail.com
88112378864,Ewa Pawlak,1988-11-23,48796325395,Poznań,ul. Żwirki i Wigury 98,ewa.pawlak@gmail.com
85031049628,Anna Zając,1985-03-10,48663053038,Łódź,ul. Żwirki i Wigury 96,anna.zając@gmail.com
06241236833,Dawid Majewski,2006-04-12,48805712641,Warszawa,Al. Rzeczypospolitej 41,dawid.majewski@gmail.com
97052486902,Anita Dąbrowska,1997-05-24,48538361921,Łódź,Al. Rzeczypospolitej 70,anita.dąbrowska@gmail.com
95070979990,Damian Pawłowski,1995-07-09,48796195939,Warszawa,ul. Złota 51,damian.pawłowski@gmail.com
57081684049,Krystyna Ostrowska,1957-08-16,48522517856,Gdańsk,ul. Krakowskie Przedmieście 49,krystyna.ostrowska@gmail.com
93070333590,Grzegorz Piotrowski,1993-07-03,48547075837,Poznań,Al. Solidarności 69,grzegorz.piotrowski@gmail.com
71073155797,Franciszek Kamiński,1971-07-31,48707403180,Poznań,ul. Mokotowska 37,franciszek.kamiński@gmail.com
41112028658,Arkadiusz Majewski,1941-11-20,48655078721,Gdańsk,Al. Wilanowska 92,arkadiusz.majewski@gmail.com
63070583158,Mateusz Zając,1963-07-05,48508352890,Warszawa,ul. Jana Pawła II 27,mateusz.zając@gmail.com
96091951536,Adrian Zając,1996-09-19,48690418688,Warszawa,ul. Puławska 32,adrian.zając@gmail.com
04242007935,Bolesław Mazur,2004-04-20,48512035788,Gdańsk,Al. Jerozolimskie 98,bolesław.mazur@gmail.com
79031969633,Błażej Nowicki,1979-03-19,48553645102,Warszawa,Al. Jerozolimskie 28,błażej.nowicki@gmail.com
73032866050,Dominik Górski,1973-03-28,48712790015,Kraków,Al. Krakowska 17,dominik.górski@gmail.com
00280192628,Irena Pawlak,2000-08-01,48644019460,Warszawa,ul. Świętokrzyska 63,irena.pawlak@gmail.com
99020767666,Kamila Szymańska,1999-02-07,48545608403,Gdańsk,Al. Waszyngtona 54,kamila.szymańska@gmail.com
50121413201,Marianna Nowicka,1950-12-14,48780866955,Łódź,ul. Jana Pawła II 30,marianna.nowicka@gmail.com
49021340621,Ewa Jaworska,1949-02-13,48733307492,Poznań,ul. Mokotowska 57,ewa.jaworska@gmail.com
70070331698,Bolesław Nowicki,1970-07-03,48587127103,Gdańsk,Al. Zieleniecka 92,bolesław.nowicki@gmail.com
75030247868,Czesława Baran,1975-03-02,48709553959,Łódź,Al. Solidarności 53,czesława.baran@gmail.com
72021090951,Błażej Ostrowski,1972-02-10,48695695950,Łódź,Al. Zieleniecka 24,błażej.ostrowski@gmail.com
98112285767,Alicja Stępień,1998-11-22,48711154082,Łódź,ul. Mokotowska 67,alicja.stępień@gmail.com
43041580313,Maciej Szymański,1943-04-15,48800700649,Kraków,ul. Krakowskie Przedmieście 71,maciej.szymański@gmail.com
59061202443,Julia Ostrowska,1959-06-12,48625487987,Łódź,Al. Armii Ludowej 72,julia.ostrowska@gmail.com
42070992252,Maciej Kowalczyk,1942-07-09,48807039366,Poznań,Al. Wojska Polskiego 96,maciej.kowalczyk@gmail.com
99012435296,Bolesław Jankowski,1999-01-24,48504777461,Kraków,Al. Jerozolimskie 3,bolesław.jankowski@gmail.com
79050962455,Marian Kamiński,1979-05-09,48540274251,Łódź,Al. Wojska Polskiego 13,marian.kamiński@gmail.com
90011649325,Irena Adamczyk,1990-01-16,48538491436,Łódź,Al. Armii Ludowej 40,irena.adamczyk@gmail.com
80090588923,Julia Tomaszewska,1980-09-05,48597089840,Warszawa,ul. Krakowskie Przedmieście 48,julia.tomaszewska@gmail.com
81112424245,Amelia Walczak,1981-11-24,48702454071,Warszawa,ul. Targowa 10,amelia.walczak@gmail.com
42040588308,Edyta Walczak,1942-04-05,48729217703,Gdańsk,ul. Wspólna 10,edyta.walczak@gmail.com
75050595420,Aneta Pietrzak,1975-05-05,48506993618,Poznań,Al. Wilanowska 2,aneta.pietrzak@gmail.com
48113088685,Marianna Jankowska,1948-11-30,48567279471,Poznań,Al. Waszyngtona 43,marianna.jankowska@gmail.com
84042934817,Eryk Kaczmarek,1984-04-29,48615465190,Gdańsk,ul. Jana Pawła II 71,eryk.kaczmarek@gmail.com
71121441197,Karol Nowakowski,1971-12-14,48811628451,Kraków,Al. Wojska Polskiego 96,karol.nowakowski@gmail.com
98052985897,Błażej Jabłoński,1998-05-29,48709643589,Warszawa,ul. Targowa 49,błażej.jabłoński@gmail.com
93100520518,Adam Kozłowski,1993-10-05,48711447039,Gdańsk,Al. Armii Ludowej 65,adam.kozłowski@gmail.com
51080218845,Krystyna Malinowska,1951-08-02,48528558515,Gdańsk,ul. Nowy Świat 75,krystyna.malinowska@gmail.com
83120239581,Aleksandra Ostrowska,1983-12-02,48678814978,Warszawa,Al. Wojska Polskiego 15,aleksandra.ostrowska@gmail.com
78070312170,Andrzej Jabłoński,1978-07-03,48711718808,Łódź,Al. Jana III Sobieskiego 7,andrzej.jabłoński@gmail.com
86102087532,Bogdan Walczak,1986-10-20,48791826199,Warszawa,Al. Wojska Polskiego 29,bogdan.walczak@gmail.com
86061296952,Błażej Pawłowski,1986-06-12,48718227836,Kraków,ul. Puławska 2,błażej.pawłowski@gmail.com
86071400008,Aleksandra Nowicka,1986-07-14,48796530458,Poznań,Al. Wojska Polskiego 73,aleksandra.nowicka@gmail.com
00301854515,Kacper Wróbel,2000-10-18,48758432217,Kraków,Al. Wilanowska 70,kacper.wróbel@gmail.com
57091283041,Lidia Wieczorek,1957-09-12,48764758427,Łódź,Al. Armii Ludowej 53,lidia.wieczorek@gmail.com
96090961356,Dariusz Wróbel,1996-09-09,48708682827,Gdańsk,ul. Krakowskie Przedmieście 6,dariusz.wróbel@gmail.com
65091846773,Kajetan Szymański,1965-09-18,48578068621,Poznań,ul. Piotrkowska 15,kajetan.szymański@gmail.com
51072689231,Lech Zieliński,1951-07-26,48522037432,Kraków,ul. Jana Pawła II 75,lech.zieliński@gmail.com
57031169871,Henryk Walczak,1957-03-11,48817326160,Poznań,ul. Świętokrzyska 2,henryk.walczak@gmail.com
52021974602,Kinga Dąbrowska,1952-02-19,48526354357,Łódź,Al. Rzeczypospolitej 59,kinga.dąbrowska@gmail.com
78031501595,Aleksander Wróblewski,1978-03-15,48617264203,Gdańsk,Al. Krakowska 67,aleksander.wróblewski@gmail.com
05252981637,Hubert Rutkowski,2005-05-29,48604933366,Kraków,Al. Wilanowska 85,hubert.rutkowski@gmail.com
67091818817,Dawid Piotrowski,1967-09-18,48805224503,Warszawa,ul. Świętokrzyska 55,dawid.piotrowski@gmail.com
00250671449,Marianna Krawczyk,2000-05-06,48817342546,Kraków,Al. Waszyngtona 27,marianna.krawczyk@gmail.com
63032544892,Kazimierz Nowicki,1963-03-25,48599529147,Gdańsk,Al. Wojska Polskiego 97,kazimierz.nowicki@gmail.com
04210561344,Julia Kwiatkowska,2004-01-05,48726997736,Kraków,ul. Piotrkowska 58,julia.kwiatkowska@gmail.com
74062977532,Karol Ostrowski,1974-06-29,48540922865,Kraków,Al. Solidarności 100,karol.ostrowski@gmail.com
90021778192,Cyprian Sikora,1990-02-17,48585202989,Kraków,Al. Krakowska 84,cyprian.sikora@gmail.com
06230438723,Natalia Baran,2006-03-04,48594596155,Warszawa,Al. Solidarności 75,natalia.baran@gmail.com
76102565684,Aneta Zielińska,1976-10-25,48593519988,Kraków,Al. Wilanowska 62,aneta.zielińska@gmail.com
96060892745,Irena Woźniak,1996-06-08,48813424768,Gdańsk,ul. Wspólna 64,irena.woźniak@gmail.com
68022192662,Beata Kamińska,1968-02-21,48759654291,Łódź,Al. Prymasa Tysiąclecia 100,beata.kamińska@gmail.com
84041962778,Karol Dudek,1984-04-19,48519381871,Gdańsk,ul. Marszałkowska 7,karol.dudek@gmail.com
